Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
Laurentius,One,Country Cooking,EUR,Baden-Wurttemberg,88.25,"49.4804625,9.8977926",49.4804625,9.8977926,Germany
Buchner,One,Contemporary ,EUR,Bayern,79.37,"48.8765829,12.7757295",48.8765829,12.7757295,Germany
Petit Amour,One,Creative French,EUR,Hamburg-Region,193.14,"53.5513905,9.9309763",53.5513905,9.9309763,Germany
Hupperts,One,Classic,EUR,Baden-Wurttemberg,109.89,"48.7613472,9.1513479",48.7613472,9.1513479,Germany
Le Jardin de France,One,Classic French,EUR,Baden-Wurttemberg,87.14,"48.7596254,8.2403597",48.7596254,8.2403597,Germany
Jungborn,One,Contemporary ,EUR,Rheinland-Pfalz,147.08,"49.7770326,7.6579628",49.7770326,7.6579628,Germany
17 fuffzig,One,Contemporary French,EUR,Brandenburg,140.97,"51.8441744,14.1260289",51.8441744,14.1260289,Germany
Halbedel's Gasthaus,One,Contemporary French,EUR,Nordrhein-Westfalen,124.88,"50.6889689,7.1662272",50.6889689,7.1662272,Germany
Landhaus Scherrer,One,Classic French,EUR,Hamburg-Region,120.44,"53.5459914,9.9170486",53.5459914,9.9170486,Germany
Intense,One,Creative,EUR,Rheinland-Pfalz,172.05,"49.4912733,8.1749941",49.4912733,8.1749941,Germany
Waidwerk,One,Contemporary ,EUR,Bayern,144.3,"49.4354114,11.0212737",49.4354114,11.0212737,Germany
Amtskeller,One,Classic French,EUR,Baden-Wurttemberg,97.68,"49.3727726,9.7503321",49.3727726,9.7503321,Germany
G‰steHaus Klaus Erfort,Three,Classic French,EUR,Saarland,180.38,"49.2295502,7.0076258",49.2295502,7.0076258,Germany
La SociÈtÈ,One,Contemporary ,EUR,Nordrhein-Westfalen,118.77,"50.9284938,6.9369451",50.9284938,6.9369451,Germany
Hofstube,One,Contemporary ,EUR,Nordrhein-Westfalen,137.64,"51.1592520,8.3409130",51.159252,8.340913,Germany
ESS ATELIER STRAUSS,One,Classic,EUR,Bayern,120.99,"47.4085094,10.2783328",47.4085094,10.2783328,Germany
Emma Wolf since 1920,One,International,EUR,Baden-Wurttemberg,91.58,"49.4870916,8.4729086",49.4870916,8.4729086,Germany
Schwabenstube,One,Classic French,EUR,Baden-Wurttemberg,98.79,"48.9046036,9.1352183",48.9046036,9.1352183,Germany
Werneckhof by Geisel,Two,Contemporary ,EUR,Bayern,219.23,"48.1592489,11.5884381",48.1592489,11.5884381,Germany
Le Gourmet,One,Creative,EUR,Baden-Wurttemberg,155.4,"49.4169361,8.7148787",49.4169361,8.7148787,Germany
Seestern,One,Contemporary French,EUR,Baden-Wurttemberg,128.21,"48.4119570,10.0125688",48.411957,10.0125688,Germany
Ophelia,Two,Creative French,EUR,Baden-Wurttemberg,180.38,"47.6670163,9.1874579",47.6670163,9.1874579,Germany
Nagaya,One,Japanese,EUR,Nordrhein-Westfalen,136.53,"51.2253636,6.7863334",51.2253636,6.7863334,Germany
SE7EN OCEANS,One,Classic French,EUR,Hamburg-Region,113.22,"53.5519669,9.9952801",53.5519669,9.9952801,Germany
prism,One,Israeli,EUR,Berlin-Region,122.1,"52.5069584,13.3007665",52.5069584,13.3007665,Germany
Doblers,One,Classic,EUR,Baden-Wurttemberg,77.15,"49.4810163,8.4762149",49.4810163,8.4762149,Germany
Obendorfer's Eisvogel,Two,Creative,EUR,Bayern,173.16,"49.3383934,12.2619376",49.3383934,12.2619376,Germany
Schwitzer's am Park,One,Classic,EUR,Baden-Wurttemberg,154.29,"48.9206946,8.4754263",48.9206946,8.4754263,Germany
Carmelo Greco,One,Italian,EUR,Hessen,87.69,"50.0946385,8.6825938",50.0946385,8.6825938,Germany
Ole Deele,One,Creative,EUR,Niedersachsen,126.54,"52.4913961,9.8461600",52.4913961,9.84616,Germany
Schwarzreiter,One,Contemporary ,EUR,Bayern,160.95,"48.1389131,11.5817920",48.1389131,11.581792,Germany
Villa Mare - Balthazar,One,Contemporary ,EUR,Schleswig-Holstein,120.99,"53.9668210,10.8796811",53.966821,10.8796811,Germany
Ursprung,One,Creative,EUR,Baden-Wurttemberg,112.67,"48.7296752,10.0651509",48.7296752,10.0651509,Germany
Opus V,Two,Contemporary ,EUR,Baden-Wurttemberg,188.15,"49.4858598,8.4699546",49.4858598,8.4699546,Germany
SoulFood,One,Creative,EUR,Bayern,63.27,"49.6929806,11.6296143",49.6929806,11.6296143,Germany
SIEDEPUNKT,One,Contemporary French,EUR,Baden-Wurttemberg,107.67,"48.4221411,10.0058231",48.4221411,10.0058231,Germany
Gasthof zum Bad,One,Classic French,EUR,Baden-Wurttemberg,97.13,"48.5000851,10.1245163",48.5000851,10.1245163,Germany
Admiral,One,Contemporary,EUR,Rheinland-Pfalz,81.59,"49.5125895,8.1545421",49.5125895,8.1545421,Germany
Eisenbahn,One,Contemporary French,EUR,Baden-Wurttemberg,123.77,"49.0988122,9.7702979",49.0988122,9.7702979,Germany
Kabinett F. W.,One,Contemporary French,EUR,Brandenburg,133.2,"52.3735975,12.9832997",52.3735975,12.9832997,Germany
R¸ssel's Landhaus,One,Creative,EUR,Rheinland-Pfalz,146.52,"49.7681263,6.8920066",49.7681263,6.8920066,Germany
Christian's Restaurant - Gasthof Grainer,One,Classic,EUR,Bayern,99.9,"48.1766135,12.1982361",48.1766135,12.1982361,Germany
Setzkasten,One,Contemporary ,EUR,Nordrhein-Westfalen,66.05,"51.2195261,6.7823310",51.2195261,6.782331,Germany
Ente,One,Classic French,EUR,Hessen,152.62,"50.0848364,8.2443469",50.0848364,8.2443469,Germany
5 - Cinco by Paco PÈrez,One,Creative,EUR,Berlin-Region,183.15,"52.5099014,13.3461149",52.5099014,13.3461149,Germany
kochZIMMER in der Gastst‰tte zur Ratswaage,One,Contemporary ,EUR,Brandenburg,103.23,"52.3960758,13.0575786",52.3960758,13.0575786,Germany
Kaupers Restaurant im Kapellenhof,One,Contemporary ,EUR,Rheinland-Pfalz,120.44,"49.8639732,8.2551053",49.8639732,8.2551053,Germany
ammolite - The Lighthouse Restaurant,Two,Contemporary ,EUR,Baden-Wurttemberg,145.41,"48.2597240,7.7251226",48.259724,7.7251226,Germany
Les Deux,Two,Contemporary French,EUR,Bayern,108.23,"48.1393380,11.5746428",48.139338,11.5746428,Germany
AUGUST,Two,Creative,EUR,Bayern,216.45,"48.3710103,10.9126019",48.3710103,10.9126019,Germany
Yoshi by Nagaya,One,Japanese,EUR,Nordrhein-Westfalen,137.64,"51.2243606,6.7857913",51.2243606,6.7857913,Germany
Restaurant Heinz Winkler,Two,Classic French,EUR,Bayern,155.96,"47.7792163,12.3215189",47.7792163,12.3215189,Germany
Dichterstub'n,One,French Contemporary,EUR,Bayern,180.93,"47.6943302,11.7540257",47.6943302,11.7540257,Germany
taku,One,Asian,EUR,Nordrhein-Westfalen,119.33,"50.9418710,6.9565217",50.941871,6.9565217,Germany
Oben,One,Creative,EUR,Baden-Wurttemberg,133.2,"49.3893582,8.7372428",49.3893582,8.7372428,Germany
Weinstock,One,Creative,EUR,Bayern,140.97,"49.8649712,10.2267305",49.8649712,10.2267305,Germany
Cordo,One,Creative,EUR,Berlin-Region,81.59,"52.5257173,13.3988326",52.5257173,13.3988326,Germany
Tafelspitz 1876,One,Creative,EUR,Nordrhein-Westfalen,116.55,"51.2435618,6.8020549",51.2435618,6.8020549,Germany
Cookies Cream,One,Vegetarian,EUR,Berlin-Region,76.59,"52.5160899,13.3877182",52.5160899,13.3877182,Germany
Goldener Anker,One,Classic,EUR,Nordrhein-Westfalen,113.22,"51.6629504,6.9653019",51.6629504,6.9653019,Germany
Rosin,Two,Creative,EUR,Nordrhein-Westfalen,135.42,"51.7191173,7.0132795",51.7191173,7.0132795,Germany
Burg Nideggen - Brockel Schlimbach,One,Contemporary ,EUR,Nordrhein-Westfalen,104.34,"50.6886805,6.4778448",50.6886805,6.4778448,Germany
Ich weiﬂ ein Haus am See,One,Classic French,EUR,Mecklenburg-Vorpommern,102.68,"53.6686169,12.2986817",53.6686169,12.2986817,Germany
Haus Stemberg,One,Market,EUR,Nordrhein-Westfalen,73.82,"51.3313091,7.0914851",51.3313091,7.0914851,Germany
Jean,One,Classic French,EUR,Hessen,84.92,"50.0273198,8.1215273",50.0273198,8.1215273,Germany
Im Schiffchen,One,Mediterranean,EUR,Nordrhein-Westfalen,124.32,"51.3015121,6.7338663",51.3015121,6.7338663,Germany
Gourmet-Restaurant Der Butt,One,Contemporary ,EUR,Mecklenburg-Vorpommern,148.74,"54.1792706,12.0992138",54.1792706,12.0992138,Germany
FranÁais,One,Contemporary French,EUR,Hessen,122.66,"50.1104575,8.6758152",50.1104575,8.6758152,Germany
einsunternull,One,Creative,EUR,Berlin-Region,143.19,"52.5271907,13.3862776",52.5271907,13.3862776,Germany
YOSO,One,Asian,EUR,Rheinland-Pfalz,78.81,"50.4381800,7.3983984",50.43818,7.3983984,Germany
Restaurant 1797,One,Creative French,EUR,Schleswig-Holstein,115.44,"54.3302678,10.5726092",54.3302678,10.5726092,Germany
Goldberg,One,Contemporary ,EUR,Baden-Wurttemberg,104.9,"48.8090318,9.2724981",48.8090318,9.2724981,Germany
Rutz,Three,Contemporary ,EUR,Berlin-Region,197.58,"52.5283507,13.3860867",52.5283507,13.3860867,Germany
Philipp,One,Contemporary French,EUR,Bayern,107.67,"49.7056147,10.0242588",49.7056147,10.0242588,Germany
Alte Baiz,One,Contemporary ,EUR,Baden-Wurttemberg,131.54,"48.8182854,8.7698923",48.8182854,8.7698923,Germany
Bandol sur Mer,One,Contemporary French,EUR,Berlin-Region,132.09,"52.5290521,13.3952611",52.5290521,13.3952611,Germany
Horv·th,Two,Creative,EUR,Berlin-Region,147.08,"52.4964176,13.4206073",52.4964176,13.4206073,Germany
BECKER'S,Two,Creative,EUR,Rheinland-Pfalz,157.07,"49.7420816,6.6678518",49.7420816,6.6678518,Germany
schanz. restaurant.,Two,Contemporary French,EUR,Rheinland-Pfalz,139.31,"49.8776003,6.9266002",49.8776003,6.9266002,Germany
Gourmetrestaurant Berlins Krone,One,Contemporary French,EUR,Baden-Wurttemberg,140.97,"48.6940202,8.6892921",48.6940202,8.6892921,Germany
ferment,One,Creative,EUR,Nordrhein-Westfalen,98.79,"51.9527073,7.5538075",51.9527073,7.5538075,Germany
Ratsstuben,One,Contemporary ,EUR,Nordrhein-Westfalen,93.8,"51.7434765,7.1874241",51.7434765,7.1874241,Germany
Alfredo,One,Italian,EUR,Nordrhein-Westfalen,87.69,"50.9385935,6.9530068",50.9385935,6.9530068,Germany
H‰mmerle's Restaurant - Barrique,One,Contemporary French,EUR,Saarland,96.02,"49.2362942,7.2693768",49.2362942,7.2693768,Germany
Silberdistel,One,Classic,EUR,Bayern,121.55,"47.4904129,10.2570174",47.4904129,10.2570174,Germany
Storstad,One,Creative,EUR,Bayern,102.68,"49.0200364,12.0963631",49.0200364,12.0963631,Germany
Sparkling Bistro,One,Contemporary ,EUR,Bayern,130.43,"48.1519037,11.5779866",48.1519037,11.5779866,Germany
Lafleur,Two,Contemporary French,EUR,Hessen,208.68,"50.1214911,8.6565825",50.1214911,8.6565825,Germany
Seesteg,One,Contemporary ,EUR,Niedersachsen,81.59,"53.7075465,7.1389104",53.7075465,7.1389104,Germany
DÈlice,One,Creative,EUR,Baden-Wurttemberg,113.22,"48.7703472,9.1761063",48.7703472,9.1761063,Germany
Camers Schlossrestaurant,One,Mediterranean,EUR,Bayern,127.65,"48.4255402,11.5188582",48.4255402,11.5188582,Germany
Genieﬂer Stube,One,Classic,EUR,Niedersachsen,113.78,"51.4189041,9.9186842",51.4189041,9.9186842,Germany
Pauly Saal,One,Contemporary French,EUR,Berlin-Region,111,"52.5264849,13.3943973",52.5264849,13.3943973,Germany
Schloss Filseck,One,Mediterranean,EUR,Baden-Wurttemberg,79.37,"48.7000691,9.6048158",48.7000691,9.6048158,Germany
Alois - Dallmayr Fine Dining,Two,Contemporary French,EUR,Bayern,142.64,"48.1384394,11.5771486",48.1384394,11.5771486,Germany
Alt Wyk,One,Classic,EUR,Schleswig-Holstein,92.69,"54.6902265,8.5709983",54.6902265,8.5709983,Germany
La Fontaine,One,Classic French,EUR,Niedersachsen,107.12,"52.4179681,10.7089899",52.4179681,10.7089899,Germany
Schattbuch,One,Creative,EUR,Baden-Wurttemberg,81.59,"47.6950322,9.7573910",47.6950322,9.757391,Germany
Le temple,One,Contemporary French,EUR,Rheinland-Pfalz,149.85,"49.6425213,7.0114426",49.6425213,7.0114426,Germany
LOUIS restaurant,One,Creative,EUR,Saarland,154.29,"49.3170329,6.7551445",49.3170329,6.7551445,Germany
Das Marktrestaurant,One,Country Cooking,EUR,Bayern,76.04,"47.4391722,11.2599405",47.4391722,11.2599405,Germany
Showroom,One,Creative,EUR,Bayern,160.95,"48.1304554,11.5873170",48.1304554,11.587317,Germany
Ox & Klee,Two,Contemporary ,EUR,Nordrhein-Westfalen,160.95,"50.9274173,6.9657432",50.9274173,6.9657432,Germany
Oswald's Gourmetstube,One,Contemporary French,EUR,Bayern,113.22,"49.0135100,13.0298839",49.01351,13.0298839,Germany
Sankt Benedikt,One,Creative,EUR,Nordrhein-Westfalen,124.88,"50.7283554,6.1833094",50.7283554,6.1833094,Germany
Maerz - Das Restaurant,One,Creative French,EUR,Baden-Wurttemberg,109.89,"48.9609392,9.1290315",48.9609392,9.1290315,Germany
MaÓtre im Landhaus Kuckuck,One,Classic French,EUR,Nordrhein-Westfalen,119.33,"50.9348822,6.8787248",50.9348822,6.8787248,Germany
PAVO im Burghotel Falkenstein,One,Contemporary ,EUR,Bayern,160.95,"47.5702434,10.5917274",47.5702434,10.5917274,Germany
Laurushaus,One,Contemporary ,EUR,Nordrhein-Westfalen,115.44,"51.3618343,6.9166263",51.3618343,6.9166263,Germany
The O'ROOM,One,Creative,EUR,Mecklenburg-Vorpommern,126.54,"53.9569629,14.1675151",53.9569629,14.1675151,Germany
freustil,One,Creative,EUR,Mecklenburg-Vorpommern,84.36,"54.4012638,13.6117968",54.4012638,13.6117968,Germany
Das Maximilians,One,Contemporary French,EUR,Bayern,119.88,"47.4052304,10.2706936",47.4052304,10.2706936,Germany
Lamm Rosswag,One,Contemporary ,EUR,Baden-Wurttemberg,99.35,"48.9366830,8.9169840",48.936683,8.916984,Germany
sein,One,Contemporary ,EUR,Baden-Wurttemberg,85.47,"49.0062467,8.3818104",49.0062467,8.3818104,Germany
Elements,One,Contemporary ,EUR,Sachsen,80.48,"51.0809099,13.7607136",51.0809099,13.7607136,Germany
Fritz's Frau Franzi,One,Creative,EUR,Nordrhein-Westfalen,112.11,"51.2182531,6.7775193",51.2182531,6.7775193,Germany
FACIL,Two,Creative,EUR,Berlin-Region,148.19,"52.5090305,13.3737243",52.5090305,13.3737243,Germany
Acquarello,One,Mediterranean,EUR,Bayern,98.79,"48.1422560,11.6142695",48.142256,11.6142695,Germany
Marly,One,Classic,EUR,Baden-Wurttemberg,91.58,"49.4847747,8.4543146",49.4847747,8.4543146,Germany
Genuss-Atelier,One,Contemporary ,EUR,Sachsen,76.59,"51.0676093,13.7761630",51.0676093,13.776163,Germany
Gasthaus Jakob,One,Classic,EUR,Bayern,68.27,"48.9672822,12.8257045",48.9672822,12.8257045,Germany
÷sch Noir,One,Contemporary ,EUR,Baden-Wurttemberg,139.31,"47.9655264,8.5469920",47.9655264,8.546992,Germany
Eckert,One,Creative,EUR,Baden-Wurttemberg,85.47,"47.5531693,7.6583403",47.5531693,7.6583403,Germany
Bembergs H‰uschen,One,Contemporary ,EUR,Nordrhein-Westfalen,129.87,"50.6225623,6.8508190",50.6225623,6.850819,Germany
La VallÈe Verte,One,Creative,EUR,Hessen,164.28,"51.0410088,10.0801288",51.0410088,10.0801288,Germany
Gourmetrestaurant Nico Burkhardt,One,Contemporary French,EUR,Baden-Wurttemberg,141.53,"48.8062032,9.5280050",48.8062032,9.528005,Germany
Zur Tant,One,Classic,EUR,Nordrhein-Westfalen,87.69,"50.8520988,7.0086259",50.8520988,7.0086259,Germany
Entenstuben,One,Contemporary ,EUR,Bayern,96.57,"49.4536072,11.0938941",49.4536072,11.0938941,Germany
360∞,One,Contemporary ,EUR,Hessen,84.36,"50.3844391,8.0614395",50.3844391,8.0614395,Germany
Historisches Gasthaus Sanct Peter Restaurant Brogsitter,One,Contemporary ,EUR,Rheinland-Pfalz,166.5,"50.5306904,7.0780869",50.5306904,7.0780869,Germany
THE IZAKAYA,One,Contemporary ,EUR,Rheinland-Pfalz,94.35,"49.4388611,8.1815757",49.4388611,8.1815757,Germany
Esplanade,One,Creative,EUR,Saarland,92.69,"49.2359732,7.0003972",49.2359732,7.0003972,Germany
Schwingshackl ESSKULTUR Gourmet,One,Classic French,EUR,Bayern,112.67,"47.7642696,11.5489325",47.7642696,11.5489325,Germany
Weinsinn,One,Contemporary ,EUR,Hessen,103.23,"50.1077083,8.6706931",50.1077083,8.6706931,Germany
NeoBiota,One,Contemporary ,EUR,Nordrhein-Westfalen,111,"50.9378181,6.9426965",50.9378181,6.9426965,Germany
Sterneck,One,Creative,EUR,Niedersachsen,149.85,"53.8864450,8.6455060",53.886445,8.645506,Germany
Urgestein im Steinh‰user Hof,One,Contemporary ,EUR,Rheinland-Pfalz,160.95,"49.3540401,8.1354849",49.3540401,8.1354849,Germany
Le Moissonnier,Two,Creative French,EUR,Nordrhein-Westfalen,163.73,"50.9510495,6.9522160",50.9510495,6.952216,Germany
Landwerk,One,Contemporary ,EUR,Saarland,106.01,"49.3273351,6.7205477",49.3273351,6.7205477,Germany
Richard,One,Contemporary French,EUR,Berlin-Region,104.34,"52.5042102,13.4352288",52.5042102,13.4352288,Germany
Bieberbau,One,Contemporary ,EUR,Berlin-Region,69.93,"52.4796363,13.3336378",52.4796363,13.3336378,Germany
ZweiSinn Meiers | Fine Dining,One,Creative,EUR,Bayern,127.65,"49.4641108,11.1184521",49.4641108,11.1184521,Germany
Alexander Herrmann by Tobias B‰tz,Two,Creative,EUR,Bayern,182.6,"50.1073707,11.6069241",50.1073707,11.6069241,Germany
100/200,One,Creative,EUR,Hamburg-Region,118.77,"53.5388769,10.0273685",53.5388769,10.0273685,Germany
Restaurant Bareiss,Three,Classic French,EUR,Baden-Wurttemberg,231.99,"48.5205845,8.3269876",48.5205845,8.3269876,Germany
DR.KOSCH,One,Contemporary ,EUR,Nordrhein-Westfalen,92.69,"51.2441832,6.7807831",51.2441832,6.7807831,Germany
Sosein.,Two,Creative,EUR,Bayern,188.7,"49.5370500,11.1550590",49.53705,11.155059,Germany
Essigbr‰tlein,Two,Creative,EUR,Bayern,133.2,"49.4551869,11.0747775",49.4551869,11.0747775,Germany
Hirsch,One,Classic,EUR,Baden-Wurttemberg,84.36,"48.3504956,9.1943380",48.3504956,9.194338,Germany
BjˆrnsOX,One,Creative,EUR,Thuringen,143.19,"50.7161353,10.1198493",50.7161353,10.1198493,Germany
Pietsch,One,Creative,EUR,Sachsen-Anhalt,121.55,"51.8352945,10.7890106",51.8352945,10.7890106,Germany
Bachofer,One,Creative,EUR,Baden-Wurttemberg,99.9,"48.8325600,9.3166940",48.83256,9.316694,Germany
Wullenwever,One,Classic,EUR,Schleswig-Holstein,111,"53.8696544,10.6822550",53.8696544,10.682255,Germany
Kesselhaus,One,Creative,EUR,Niedersachsen,98.79,"52.2661780,8.0637605",52.266178,8.0637605,Germany
Schwarz Gourmet,One,French,EUR,Rheinland-Pfalz,96.02,"49.5379402,8.1805654",49.5379402,8.1805654,Germany
Merkles Restaurant,One,Contemporary ,EUR,Baden-Wurttemberg,112.11,"48.1415478,7.7074626",48.1415478,7.7074626,Germany
Schote,One,Contemporary ,EUR,Nordrhein-Westfalen,150.96,"51.4378280,7.0052911",51.437828,7.0052911,Germany
S¸llberg - Seven Seas,Two,Contemporary French,EUR,Hamburg-Region,160.95,"53.5597494,9.8005669",53.5597494,9.8005669,Germany
Storchen,One,Classic,EUR,Baden-Wurttemberg,84.36,"47.8928400,7.6928800",47.89284,7.69288,Germany
Le Pavillon,Two,Classic French,EUR,Baden-Wurttemberg,183.15,"48.4576315,8.2506478",48.4576315,8.2506478,Germany
SEVEN SWANS,One,Vegan,EUR,Hessen,98.79,"50.1096762,8.6871455",50.1096762,8.6871455,Germany
zeit|geist,One,Creative,EUR,Baden-Wurttemberg,104.34,"49.0515496,8.5318245",49.0515496,8.5318245,Germany
VendÙme,Three,Creative,EUR,Nordrhein-Westfalen,255.3,"50.9665691,7.1604778",50.9665691,7.1604778,Germany
Kin Dee,One,Thai,EUR,Berlin-Region,61.05,"52.5036784,13.3618270",52.5036784,13.361827,Germany
Gourmet Restaurant avui,One,Creative,EUR,Baden-Wurttemberg,136.53,"48.8070999,9.2771404",48.8070999,9.2771404,Germany
OLIVO,Two,Contemporary ,EUR,Baden-Wurttemberg,153.74,"48.7837923,9.1791607",48.7837923,9.1791607,Germany
noVa,One,Creative,EUR,Baden-Wurttemberg,105.45,"48.5757434,8.8868981",48.5757434,8.8868981,Germany
N∞4,One,Creative,EUR,Niedersachsen,157.62,"53.4776533,9.7037481",53.4776533,9.7037481,Germany
tulus lotrek,One,Contemporary ,EUR,Berlin-Region,152.62,"52.4893627,13.4137112",52.4893627,13.4137112,Germany
Boökinac,One,Contemporary ,HRK,Lika-Senj,78.75,"44.5710060,14.8975384",44.571006,14.8975384,Croatia
Draga di Lovrana,One,Contemporary ,HRK,Primorje-Gorski-Kotar,63.75,"45.2775900,14.2429400",45.27759,14.24294,Croatia
Monte,One,Creative,HRK,Istria,114.6,"45.0824100,13.6318200",45.08241,13.63182,Croatia
Pelegrini,One,Contemporary ,HRK,Sibenik-Knin,115.12,"43.7360494,15.8890466",43.7360494,15.8890466,Croatia
Noel,One,Contemporary ,HRK,Zagreb-Region,75.75,"45.8109980,15.9880697",45.810998,15.9880697,Croatia
LD Terrace,One,Mediterranean,HRK,Dubrovnik-Neretva,85.12,"42.9617461,17.1370191",42.9617461,17.1370191,Croatia
360∞,One,Contemporary ,HRK,Dubrovnik-Neretva,106.5,"42.6415506,18.1115484",42.6415506,18.1115484,Croatia
Noni,One,Contemporary ,EUR,Malta-South-Eastern-Region,55.5,"35.9005092,14.5160236",35.9005092,14.5160236,Malta
Under Grain,One,Contemporary ,EUR,Malta-South-Eastern-Region,56.61,"35.8989233,14.5154686",35.8989233,14.5154686,Malta
De Mondion,One,Contemporary ,EUR,Malta-Northern-Region,88.8,"35.8851399,14.4046065",35.8851399,14.4046065,Malta
Torkel,One,Contemporary ,CHF,Liechtenstein-Region,106.05,"47.1441186,9.5196627",47.1441186,9.5196627,Switzerland
Locanda Barbarossa,One,Mediterranean,CHF,Ticino,152.25,"46.1520401,8.7932891",46.1520401,8.7932891,Switzerland
La Miranda Gourmet St¸bli,One,Contemporary ,CHF,Graubunden,135.97,"46.9436200,10.3600900",46.94362,10.36009,Switzerland
PRISMA,One,Contemporary ,CHF,Luzern-Region,115.5,"47.0149878,8.4783699",47.0149878,8.4783699,Switzerland
Les Saisons,One,Classic French,CHF,Vaud,159.6,"46.4577540,6.8522042",46.457754,6.8522042,Switzerland
Stucki - Tanja Grandits,Two,Creative,CHF,Basel-Stadt,182.7,"47.5338012,7.5871746",47.5338012,7.5871746,Switzerland
Krone - Tredecim,One,Creative,CHF,Zug-Region,166.95,"47.2187405,8.5789077",47.2187405,8.5789077,Switzerland
Restaurant de l'HÙtel de Ville,Three,Classic French,CHF,Vaud,299.25,"46.5540800,6.5767900",46.55408,6.57679,Switzerland
Le Murenberg,One,Classic,CHF,Basel-Landschaft,91.88,"47.4545219,7.7386967",47.4545219,7.7386967,Switzerland
Maison Wenger,Two,Contemporary French,CHF,Jura,204.23,"47.2238496,6.9572319",47.2238496,6.9572319,Switzerland
Cheval Blanc by Peter Knogl,Three,Classic French,CHF,Basel-Stadt,208.95,"47.5604261,7.5875706",47.5604261,7.5875706,Switzerland
Seerestaurant BelvÈdËre,One,Contemporary ,CHF,Nidwalden,123.38,"46.9835336,8.3116775",46.9835336,8.3116775,Switzerland
Fiskebar,One,Contemporary ,CHF,Geneve-Region,102.38,"46.2077930,6.1485672",46.207793,6.1485672,Switzerland
Damien Germanier,One,Creative,CHF,Wallis,121.8,"46.2324140,7.3657890",46.232414,7.365789,Switzerland
TsÈ Fung,One,Chinese,CHF,Geneve-Region,187.43,"46.2504122,6.1494507",46.2504122,6.1494507,Switzerland
Sommet,One,Contemporary ,CHF,Bern-Region,178.5,"46.4760803,7.2890433",46.4760803,7.2890433,Switzerland
Alpenblick,One,Creative,CHF,Bern-Region,162.75,"46.6638943,7.8601193",46.6638943,7.8601193,Switzerland
La Pinte des Mossettes,One,Creative,CHF,Fribourg-Region,136.5,"46.6537013,7.1964084",46.6537013,7.1964084,Switzerland
Auberge de la Croix Blanche,One,Contemporary ,CHF,Fribourg-Region,110.25,"46.8831499,7.0691022",46.8831499,7.0691022,Switzerland
Talvo by Dalsass,One,Mediterranean,CHF,Graubunden,145.43,"46.4783078,9.8113968",46.4783078,9.8113968,Switzerland
Bayview,One,Contemporary French,CHF,Geneve-Region,136.5,"46.2157416,6.1515815",46.2157416,6.1515815,Switzerland
Da Vittorio,Two,Italian,CHF,Graubunden,307.12,"46.4998838,9.8468053",46.4998838,9.8468053,Switzerland
focus,Two,Creative,CHF,Luzern-Region,204.75,"47.0149066,8.4783587",47.0149066,8.4783587,Switzerland
Galleria ArtÈ al Lago,One,Contemporary ,CHF,Ticino,102.38,"46.0050531,8.9702949",46.0050531,8.9702949,Switzerland
Le Berceau des Sens,One,Contemporary ,CHF,Vaud,107.62,"46.5608424,6.6828358",46.5608424,6.6828358,Switzerland
Sihlhalde,One,Classic,CHF,Zurich-Region,96.08,"47.2917003,8.5475762",47.2917003,8.5475762,Switzerland
Locanda Orico,One,Mediterranean,CHF,Ticino,93.45,"46.1921040,9.0190090",46.192104,9.019009,Switzerland
C‡† d'Oro,One,Mediterranean,CHF,Graubunden,165.38,"46.4825552,9.8336570",46.4825552,9.833657,Switzerland
Attisholz - le feu,One,French,CHF,Solothurn-Region,144.38,"47.2283252,7.5751710",47.2283252,7.575171,Switzerland
La Brezza,One,Mediterranean,CHF,Ticino,160.12,"46.1506245,8.7730816",46.1506245,8.7730816,Switzerland
Rˆssli - J‰gerst¸bli,One,Creative,CHF,Luzern-Region,204.75,"46.9136165,7.9339973",46.9136165,7.9339973,Switzerland
Wirtshaus Zur S‰ge,One,Classic French,CHF,Solothurn-Region,110.25,"47.4883006,7.4980391",47.4883006,7.4980391,Switzerland
CafÈ Berra,One,Classic French,CHF,Wallis,115.5,"46.2392568,6.9513163",46.2392568,6.9513163,Switzerland
roots,One,Contemporary ,CHF,Basel-Stadt,103.43,"47.5700600,7.5829306",47.57006,7.5829306,Switzerland
Capri,One,Italian,CHF,Wallis,136.5,"46.0216960,7.7484128",46.021696,7.7484128,Switzerland
La Table d'Edgard,One,Mediterranean,CHF,Vaud,138.08,"46.5195801,6.6314862",46.5195801,6.6314862,Switzerland
La RÈgence-Balavaud,One,French,CHF,Wallis,133.88,"46.2179625,7.2620041",46.2179625,7.2620041,Switzerland
Ecco,Two,Creative,CHF,Ticino,223.12,"46.1504192,8.7905612",46.1504192,8.7905612,Switzerland
Die Rose,One,Contemporary French,CHF,Zurich-Region,147,"47.3089286,8.5553697",47.3089286,8.5553697,Switzerland
The Omnia,One,Contemporary ,CHF,Wallis,137.55,"46.0202774,7.7456516",46.0202774,7.7456516,Switzerland
Regina Montium,One,Creative,CHF,Luzern-Region,97.65,"47.0483709,8.4641542",47.0483709,8.4641542,Switzerland
Des Trois Tours,One,French,CHF,Fribourg-Region,132.83,"46.8003596,7.1761782",46.8003596,7.1761782,Switzerland
