Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
Caino,Two,Contemporary ,EUR,Toscana,155.4,"42.6220221,11.4906283",42.6220221,11.4906283,Italy
Metamorfosi,One,Creative,EUR,Lazio,127.65,"41.9242243,12.4845287",41.9242243,12.4845287,Italy
Il Piccolo Principe,Two,Creative,EUR,Toscana,197.03,"43.8809756,10.2355866",43.8809756,10.2355866,Italy
Taverna del Capitano,One,Creative,EUR,Campania,105.45,"40.5833911,14.3565359",40.5833911,14.3565359,Italy
Le Colonne,One,Contemporary ,EUR,Campania,80.48,"41.0725137,14.3193764",41.0725137,14.3193764,Italy
Antica Osteria Cera,Two,Seafood,EUR,Veneto,124.88,"45.3881476,12.1302222",45.3881476,12.1302222,Italy
Berton al Lago,One,Creative,EUR,Lombardia,122.1,"45.8586390,9.1176828",45.858639,9.1176828,Italy
Malga Panna,One,Country Cooking,EUR,Trentino-Alto-Adige,83.25,"46.3768040,11.6439840",46.376804,11.643984,Italy
Piazzetta Mil˘,One,Creative,EUR,Campania,86.58,"40.7018717,14.4829218",40.7018717,14.4829218,Italy
Tokuyoshi,One,Creative,EUR,Lombardia,124.88,"45.4582860,9.1766870",45.458286,9.176687,Italy
Iacobucci,One,Italian Contemporary,EUR,Emilia-Romagna,86.03,"44.5602196,11.3538901",44.5602196,11.3538901,Italy
Gellius,One,Contemporary ,EUR,Veneto,86.03,"45.7828798,12.4946107",45.7828798,12.4946107,Italy
Antonella Ricci-Vinod Sookar,One,Apulian,EUR,Puglia,72.15,"40.6337398,17.5051155",40.6337398,17.5051155,Italy
Il Bavaglino,One,Creative,EUR,Sicilia,86.03,"38.1551400,13.0818900",38.15514,13.08189,Italy
Viva Viviana Varese,One,Creative,EUR,Lombardia,108.23,"45.4806321,9.1876433",45.4806321,9.1876433,Italy
Duomo,Two,Creative,EUR,Sicilia,111,"36.9268317,14.7408333",36.9268317,14.7408333,Italy
Combal.zero,One,Creative,EUR,Piemonte,135.98,"45.0700000,7.5094000",45.07,7.5094,Italy
L'Olivo,Two,Creative,EUR,Campania,177.6,"40.5557088,14.2219953",40.5557088,14.2219953,Italy
Oasis-Sapori Antichi,One,Campanian,EUR,Campania,52.73,"41.0633639,15.2519740",41.0633639,15.251974,Italy
Giglio,One,Contemporary ,EUR,Toscana,71.04,"43.8410854,10.5032438",43.8410854,10.5032438,Italy
LoRo,One,Creative,EUR,Lombardia,102.68,"45.6940392,9.8335024",45.6940392,9.8335024,Italy
Cannavacciuolo CafË & Bistrot,One,Contemporary ,EUR,Piemonte,77.7,"45.4459378,8.6183680",45.4459378,8.618368,Italy
I Portici,One,Creative,EUR,Emilia-Romagna,127.65,"44.5019817,11.3448122",44.5019817,11.3448122,Italy
Osteria Altran,One,Contemporary ,EUR,Friuli-Venezia-Giulia,86.03,"45.8132892,13.4106510",45.8132892,13.410651,Italy
Idylio by Apreda,One,Italian Contemporary,EUR,Lazio,130.43,"41.8980551,12.4758730",41.8980551,12.475873,Italy
Nido del Picchio,One,Contemporary ,EUR,Emilia-Romagna,90.47,"44.9125274,9.7937316",44.9125274,9.7937316,Italy
Il Refettorio,One,Mediterranean,EUR,Campania,111,"40.6207949,14.5770614",40.6207949,14.5770614,Italy
Reale,Three,Creative,EUR,Abruzzo,172.05,"41.7737900,14.1010700",41.77379,14.10107,Italy
Casa Perbellini,Two,Creative,EUR,Veneto,160.95,"45.4421602,10.9781986",45.4421602,10.9781986,Italy
Il Comandante,One,Creative,EUR,Campania,145.97,"40.8406908,14.2559210",40.8406908,14.255921,Italy
Abocar Due Cucine,One,Contemporary ,EUR,Emilia-Romagna,71.6,"44.0626895,12.5663487",44.0626895,12.5663487,Italy
Vecchia Malcesine,One,Contemporary ,EUR,Veneto,116.55,"45.7624580,10.8079410",45.762458,10.807941,Italy
La Locanda del Borgo,One,Creative,EUR,Campania,80.48,"41.2259613,14.5341855",41.2259613,14.5341855,Italy
Atelier,One,Contemporary ,EUR,Piemonte,72.15,"46.1153232,8.2959468",46.1153232,8.2959468,Italy
Rossellinis,One,Contemporary ,EUR,Campania,172.05,"40.6508220,14.6130382",40.650822,14.6130382,Italy
Antonello Colonna Labico,One,Contemporary ,EUR,Lazio,98.24,"41.7829200,12.8736890",41.78292,12.873689,Italy
Cielo,One,Creative,EUR,Puglia,97.13,"40.7344962,17.5791501",40.7344962,17.5791501,Italy
Quintessenza,One,Creative,EUR,Puglia,80.48,"41.2779900,16.4145816",41.27799,16.4145816,Italy
Ca' Vittoria,One,Piedmontese,EUR,Piemonte,88.8,"44.8866139,8.0758490",44.8866139,8.075849,Italy
Il Buco,One,Contemporary ,EUR,Campania,105.45,"40.6272425,14.3750106",40.6272425,14.3750106,Italy
La Buca,One,Seafood,EUR,Emilia-Romagna,82.7,"44.2003140,12.3968230",44.200314,12.396823,Italy
Osteria da Fiore,One,Classic,EUR,Veneto,114.33,"45.4386827,12.3293006",45.4386827,12.3293006,Italy
Casa Vicina-Eataly Lingotto,One,Piedmontese,EUR,Piemonte,111,"45.0350664,7.6680426",45.0350664,7.6680426,Italy
Esplanade,One,Creative,EUR,Lombardia,114.33,"45.4656359,10.5506831",45.4656359,10.5506831,Italy
Don Alfonso 1890,Two,Creative,EUR,Campania,162.62,"40.6078108,14.3737397",40.6078108,14.3737397,Italy
Glam Enrico Bartolini,Two,Creative,EUR,Veneto,149.85,"45.4413057,12.3298209",45.4413057,12.3298209,Italy
Trattoria da Amerigo,One,Country Cooking,EUR,Emilia-Romagna,51.06,"44.3903557,11.0739644",44.3903557,11.0739644,Italy
Piazza Duomo,Three,Creative,EUR,Trentino-Alto-Adige,271.95,"44.7005555,8.0359341",44.7005555,8.0359341,Italy
Lanterna Verde,One,Contemporary ,EUR,Lombardia,74.93,"46.3284000,9.4974100",46.3284,9.49741,Italy
Harry's Piccolo,One,Creative,EUR,Friuli-Venezia-Giulia,127.65,"45.6497647,13.7674965",45.6497647,13.7674965,Italy
Antica Corte Pallavicina,One,Country Cooking,EUR,Emilia-Romagna,135.98,"45.0212099,10.0859923",45.0212099,10.0859923,Italy
Spazio7,One,Contemporary ,EUR,Piemonte,77.7,"45.0576119,7.6519214",45.0576119,7.6519214,Italy
La Veranda,One,Mediterranean,EUR,Veneto,116.55,"45.5430437,10.7252429",45.5430437,10.7252429,Italy
Le Trabe,One,Campanian,EUR,Campania,88.25,"40.4469187,15.0429487",40.4469187,15.0429487,Italy
Borgo San Jacopo,One,Contemporary ,EUR,Toscana,129.87,"43.7680838,11.2514720",43.7680838,11.251472,Italy
George Restaurant,One,Contemporary,EUR,Campania,119.33,"40.8372677,14.2300686",40.8372677,14.2300686,Italy
Tordomatto,One,Contemporary ,EUR,Lazio,88.8,"41.9103830,12.4505540",41.910383,12.450554,Italy
Acquolina,One,Seafood,EUR,Lazio,130.43,"41.9086474,12.4753719",41.9086474,12.4753719,Italy
President,One,Mediterranean,EUR,Campania,68.82,"40.7473100,14.4995100",40.74731,14.49951,Italy
Sissi,One,Contemporary ,EUR,Trentino-Alto-Adige,91.58,"46.6738587,11.1608085",46.6738587,11.1608085,Italy
La Ciau del Tornavento,One,Contemporary ,EUR,Piemonte,116.55,"44.6892500,8.0866700",44.68925,8.08667,Italy
Iyo,One,Japanese,EUR,Lombardia,111,"45.4866231,9.1595273",45.4866231,9.1595273,Italy
Signum,One,Creative,EUR,Sicilia,99.9,"38.5792100,14.8335000",38.57921,14.8335,Italy
Dolce Stil Novo alla Reggia,One,Contemporary ,EUR,Piemonte,87.69,"45.1351147,7.6249928",45.1351147,7.6249928,Italy
Arnolfo,Two,Creative,EUR,Toscana,155.4,"43.4209535,11.1166755",43.4209535,11.1166755,Italy
Quadri,One,Contemporary ,EUR,Veneto,205.35,"45.4342534,12.3379939",45.4342534,12.3379939,Italy
Johannesstube,One,Contemporary ,EUR,Trentino-Alto-Adige,137.09,"46.4296498,11.5334034",46.4296498,11.5334034,Italy
Guido,One,Piedmontese,EUR,Piemonte,97.13,"44.6414000,7.9826500",44.6414,7.98265,Italy
La Fenice,One,Creative,EUR,Sicilia,76.59,"36.9340100,14.6909500",36.93401,14.69095,Italy
Del Cambio,One,Piedmontese,EUR,Piemonte,99.9,"45.0695900,7.6850500",45.06959,7.68505,Italy
Locanda Don Serafino,One,Contemporary ,EUR,Sicilia,133.2,"36.9245977,14.7407767",36.9245977,14.7407767,Italy
Il Convivio-Troiani,One,Contemporary ,EUR,Lazio,126.54,"41.9015408,12.4727932",41.9015408,12.4727932,Italy
Il Faro di Capo d'Orso,One,Contemporary ,EUR,Campania,127.65,"40.6356593,14.6778363",40.6356593,14.6778363,Italy
Nostrano,One,Creative,EUR,Marche,94.35,"43.9136749,12.9193802",43.9136749,12.9193802,Italy
Il Desco,One,Creative,EUR,Veneto,133.2,"45.4416145,10.9999722",45.4416145,10.9999722,Italy
Leon d'Oro,One,Contemporary ,EUR,Lombardia,97.13,"45.2676884,10.2144844",45.2676884,10.2144844,Italy
Il Pievano,One,Contemporary ,EUR,Toscana,101.01,"43.4654463,11.4293865",43.4654463,11.4293865,Italy
L'Erba del Re,One,Creative,EUR,Emilia-Romagna,102.68,"44.6491600,10.9236800",44.64916,10.92368,Italy
Da Candida,One,French,EUR,Lombardia,92.69,"45.9684787,8.9708432",45.9684787,8.9708432,Italy
La Rucola 2.0,One,Creative,EUR,Lombardia,105.45,"45.4928374,10.6081306",45.4928374,10.6081306,Italy
Il Papavero,One,Regional,EUR,Campania,43.29,"40.6190612,15.0539834",40.6190612,15.0539834,Italy
La Leggenda dei Frati,One,Creative,EUR,Toscana,116,"43.7643550,11.2560600",43.764355,11.25606,Italy
Felix Lo Basso,One,Creative,EUR,Lombardia,148.74,"45.4647200,9.1895530",45.46472,9.189553,Italy
La Tana Gourmet,One,Contemporary ,EUR,Veneto,147.08,"45.8545832,11.4970882",45.8545832,11.4970882,Italy
Ristorante al 43,One,Tuscan,EUR,Toscana,83.25,"43.5167430,11.0198010",43.516743,11.019801,Italy
Il Flauto di Pan,One,Creative,EUR,Campania,133.2,"40.6446307,14.6111085",40.6446307,14.6111085,Italy
Massimo Camia,One,Contemporary ,EUR,Piemonte,94.35,"44.6267818,7.9570040",44.6267818,7.957004,Italy
Cinzia da Christian e Manuel,One,Contemporary ,EUR,Piemonte,111,"45.3198162,8.4327203",45.3198162,8.4327203,Italy
Paolo e Barbara,One,Creative,EUR,Liguria,94.91,"43.8148723,7.7738025",43.8148723,7.7738025,Italy
Tivoli,One,Contemporary ,EUR,Veneto,109.89,"46.5338851,12.1222949",46.5338851,12.1222949,Italy
Bros',One,Creative,EUR,Puglia,144.3,"40.3517340,18.1728120",40.351734,18.172812,Italy
La Pineta,One,Seafood,EUR,Toscana,77.7,"43.2456729,10.5282500",43.2456729,10.52825,Italy
La Parolina,One,Country Cooking,EUR,Lazio,99.9,"42.8217548,11.8691805",42.8217548,11.8691805,Italy
La Credenza,One,Creative,EUR,Piemonte,99.9,"45.2175370,7.6319706",45.217537,7.6319706,Italy
Magorabin,One,Creative,EUR,Piemonte,99.9,"45.0684649,7.6960435",45.0684649,7.6960435,Italy
La Madernassa,Two,Creative,EUR,Piemonte,116.55,"44.7352143,8.0112719",44.7352143,8.0112719,Italy
Condividere,One,Contemporary ,EUR,Piemonte,96.57,"45.0802655,7.6911056",45.0802655,7.6911056,Italy
Due Colombe,One,Contemporary ,EUR,Lombardia,96.02,"45.6213800,10.0180000",45.62138,10.018,Italy
Pietramare Natural Food,One,Creative,EUR,Calabria,97.13,"38.9320587,16.9963315",38.9320587,16.9963315,Italy
L' ARIA,One,Contemporary ,EUR,Lombardia,130.43,"45.8489326,9.1081554",45.8489326,9.1081554,Italy
Il Portale,One,Contemporary ,EUR,Piemonte,116.55,"45.9217210,8.5520701",45.921721,8.5520701,Italy
"Locanda Vecchia Pavia ""Al Mulino""",One,Creative,EUR,Lombardia,69.38,"45.2537890,9.1468485",45.253789,9.1468485,Italy
Villa Giulia,One,Creative,EUR,Lombardia,116.55,"45.6905100,10.6671800",45.69051,10.66718,Italy
Il Cappero,One,Mediterranean,EUR,Sicilia,105.45,"38.4308000,14.9569400",38.4308,14.95694,Italy
Aroma,One,Creative,EUR,Lazio,155.4,"41.8903751,12.4948543",41.8903751,12.4948543,Italy
Frosio,One,Contemporary ,EUR,Lombardia,82.14,"45.7400891,9.6150933",45.7400891,9.6150933,Italy
Osteria Francescana,Three,Creative,EUR,Emilia-Romagna,399.6,"44.6448524,10.9215200",44.6448524,10.92152,Italy
Miramonti l'Altro,Two,Contemporary ,EUR,Lombardia,108.23,"45.6136079,10.2043260",45.6136079,10.204326,Italy
Andreina,One,Regional,EUR,Marche,99.9,"43.4404449,13.6208829",43.4404449,13.6208829,Italy
I Castagni,One,Country Cooking,EUR,Lombardia,76.04,"45.2927681,8.8577576",45.2927681,8.8577576,Italy
Vitantonio Lombardo,One,Creative,EUR,Basilicata,102.68,"40.6671538,16.6133732",40.6671538,16.6133732,Italy
Il Centro,One,Piedmontese,EUR,Piemonte,62.72,"44.7902722,8.0624512",44.7902722,8.0624512,Italy
La Taverna,One,Classic,EUR,Friuli-Venezia-Giulia,88.8,"46.1661541,13.1387110",46.1661541,13.138711,Italy
Zass,One,Contemporary ,EUR,Campania,144.3,"40.6232680,14.5038074",40.623268,14.5038074,Italy
Antica Corona Reale,Two,Piedmontese,EUR,Piemonte,105.45,"44.6350500,7.7886350",44.63505,7.788635,Italy
Pipero Roma,One,Creative,EUR,Lazio,124.88,"41.8977856,12.4688140",41.8977856,12.468814,Italy
Locanda del Sant'Uffizio-Enrico Bartolini,One,Contemporary ,EUR,Piemonte,86.03,"45.0271679,8.2778294",45.0271679,8.2778294,Italy
Inkiostro,One,Creative,EUR,Emilia-Romagna,122.1,"44.8270877,10.3368273",44.8270877,10.3368273,Italy
Locanda del Pilone,One,Creative,EUR,Trentino-Alto-Adige,113.78,"44.6636700,8.0470500",44.66367,8.04705,Italy
The Cook,One,Contemporary ,EUR,Liguria,99.9,"44.4085850,8.9333490",44.408585,8.933349,Italy
Glass Hostaria,One,Creative,EUR,Lazio,121.55,"41.8905108,12.4691489",41.8905108,12.4691489,Italy
Zum Lˆwen,One,Creative,EUR,Trentino-Alto-Adige,88.8,"46.5634071,11.1693321",46.5634071,11.1693321,Italy
Sedicesimo Secolo,One,Creative,EUR,Lombardia,77.7,"45.3985234,10.0093247",45.3985234,10.0093247,Italy
Re MaurÏ,One,Creative,EUR,Campania,122.1,"40.6720876,14.7348190",40.6720876,14.734819,Italy
Feva,One,Creative,EUR,Veneto,66.05,"45.6720316,11.9321644",45.6720316,11.9321644,Italy
D'O,One,Creative,EUR,Lombardia,86.58,"45.4868850,9.0119212",45.486885,9.0119212,Italy
21.9,One,Creative,EUR,Piemonte,102.68,"44.7326422,7.9903827",44.7326422,7.9903827,Italy
Villa Maiella,One,From Abruzzo,EUR,Abruzzo,72.15,"42.1890612,14.2063018",42.1890612,14.2063018,Italy
Undicesimo Vineria,One,Creative,EUR,Veneto,122.1,"45.6691361,12.2205522",45.6691361,12.2205522,Italy
Villa Feltrinelli,Two,Creative,EUR,Lombardia,205.35,"45.6932530,10.6694770",45.693253,10.669477,Italy
Trattoria Al Cacciatore-della Subida,One,Regional,EUR,Friuli-Venezia-Giulia,69.38,"45.9643381,13.4964589",45.9643381,13.4964589,Italy
Memorie di Felix Lo Basso,One,Contemporary ,EUR,Puglia,80.48,"41.2696570,16.4391996",41.269657,16.4391996,Italy
Angelo Sabatelli,One,Contemporary ,EUR,Puglia,111.56,"40.8499613,17.1226322",40.8499613,17.1226322,Italy
Materia,One,Creative,EUR,Lombardia,67.16,"45.8383402,9.0719729",45.8383402,9.0719729,Italy
La Terrazza,One,Contemporary ,EUR,Lazio,220.89,"41.9063787,12.4860308",41.9063787,12.4860308,Italy
La Montecchia,One,Creative,EUR,Veneto,83.25,"45.3866676,11.7642069",45.3866676,11.7642069,Italy
Otto Geleng,One,Mediterranean,EUR,Sicilia,122.1,"37.8525840,15.2907780",37.852584,15.290778,Italy
Ristorante Castello di Fighine,One,Contemporary,EUR,Toscana,91.02,"42.8865100,11.9156530",42.88651,11.915653,Italy
Il Cantinone e Sport Hotel Alpina,One,Contemporary ,EUR,Lombardia,105.45,"46.4405200,9.3591600",46.44052,9.35916,Italy
Capriccio,One,Contemporary ,EUR,Lombardia,97.68,"45.5528500,10.5612100",45.55285,10.56121,Italy
Casa IozzÏa,One,Contemporary ,EUR,Lazio,108.23,"42.4581006,12.1613836",42.4581006,12.1613836,Italy
Oro Restaurant,One,Contemporary ,EUR,Veneto,205.35,"45.4271000,12.3412000",45.4271,12.3412,Italy
Coria,One,Contemporary ,EUR,Sicilia,76.59,"37.2367000,14.5140300",37.2367,14.51403,Italy
Al Capriolo,One,Regional,EUR,Veneto,76.59,"46.4215490,12.2410254",46.421549,12.2410254,Italy
Shalai,One,Contemporary ,EUR,Sicilia,83.25,"37.8433039,15.1419716",37.8433039,15.1419716,Italy
La Tortuga,One,Classic,EUR,Lombardia,105.45,"45.6887411,10.6652261",45.6887411,10.6652261,Italy
Al Gambero,One,Regional,EUR,Lombardia,79.92,"45.3492146,10.3430573",45.3492146,10.3430573,Italy
Impronte,One,Contemporary ,EUR,Lombardia,74.93,"45.7088279,9.6736129",45.7088279,9.6736129,Italy
Bracali,Two,Creative,EUR,Toscana,177.6,"43.0584193,10.8995225",43.0584193,10.8995225,Italy
Santa Elisabetta,One,Creative,EUR,Toscana,114.33,"43.7717300,11.2560000",43.77173,11.256,Italy
Dal Corsaro,One,Contemporary ,EUR,Sardegna,122.1,"39.2133915,9.1160488",39.2133915,9.1160488,Italy
Magione Papale,One,Creative,EUR,Abruzzo,81.59,"42.3382400,13.4053475",42.33824,13.4053475,Italy
Culinaria im Farmerkreuz,One,Contemporary ,EUR,Trentino-Alto-Adige,87.69,"46.6997400,11.1467300",46.69974,11.14673,Italy
Enrico Bartolini al Mudec,Three,Creative,EUR,Lombardia,230.33,"45.4516000,9.1618650",45.4516,9.161865,Italy
Torre del Saracino,Two,Creative,EUR,Campania,167.61,"40.6606626,14.4197520",40.6606626,14.419752,Italy
Storie d'Amore,One,Contemporary ,EUR,Veneto,69.38,"45.5381705,11.9290391",45.5381705,11.9290391,Italy
Mauro Ricciardi alla Locanda dell'Angelo,One,Contemporary ,EUR,Liguria,80.48,"44.0606116,9.9958641",44.0606116,9.9958641,Italy
Alpenroyal Gourmet,One,Creative,EUR,Trentino-Alto-Adige,103.79,"46.5588796,11.7463421",46.5588796,11.7463421,Italy
Sarri,One,Seafood,EUR,Liguria,80.48,"43.8700800,8.0059000",43.87008,8.0059,Italy
Enoteca la Torre,One,Contemporary ,EUR,Lazio,108.23,"41.9164910,12.4693268",41.916491,12.4693268,Italy
Al Sorriso,One,Classic,EUR,Piemonte,138.75,"45.7406199,8.4117561",45.7406199,8.4117561,Italy
Terrazza Bosquet,One,Creative,EUR,Campania,127.65,"40.6284812,14.3758036",40.6284812,14.3758036,Italy
San Martino,One,Contemporary ,EUR,Veneto,71.6,"45.5892243,12.1105010",45.5892243,12.110501,Italy
Perbellini,One,Creative,EUR,Veneto,71.04,"45.2860132,11.1894330",45.2860132,11.189433,Italy
Magnolia,Two,Creative,EUR,Emilia-Romagna,126.54,"44.1956200,12.4042720",44.19562,12.404272,Italy
La Caravella dal 1959,One,Campanian,EUR,Campania,111,"40.6338537,14.6016228",40.6338537,14.6016228,Italy
Dattilo,One,Creative,EUR,Calabria,108.23,"39.2678209,17.0817921",39.2678209,17.0817921,Italy
El Molin,One,Creative,EUR,Trentino-Alto-Adige,122.1,"46.2920190,11.4594756",46.292019,11.4594756,Italy
Astra,One,Creative,EUR,Trentino-Alto-Adige,111,"46.4808240,11.4603790",46.480824,11.460379,Italy
Pierino Penati,One,Classic,EUR,Lombardia,77.7,"45.7277800,9.3263000",45.72778,9.3263,Italy
Il Cascinalenuovo,One,Contemporary ,EUR,Piemonte,78.81,"44.8264017,8.1694186",44.8264017,8.1694186,Italy
La Bandiera,One,From Abruzzo,EUR,Abruzzo,62.72,"42.3698762,13.9082843",42.3698762,13.9082843,Italy
Acqua Pazza,One,Seafood,EUR,Lazio,83.25,"40.8946650,12.9662907",40.894665,12.9662907,Italy
St. Hubertus,Three,Creative,EUR,Trentino-Alto-Adige,288.6,"46.5717631,11.9305901",46.5717631,11.9305901,Italy
Osteria della Brughiera,One,Creative,EUR,Lombardia,102.68,"45.7393224,9.6265080",45.7393224,9.626508,Italy
Ma.Ri.Na.,One,Seafood,EUR,Lombardia,127.65,"45.6342966,8.8883882",45.6342966,8.8883882,Italy
La Trattoria Enrico Bartolini,One,Mediterranean,EUR,Toscana,147.08,"42.7882300,10.9712200",42.78823,10.97122,Italy
Piccolo Lago,Two,Contemporary ,EUR,Piemonte,185.93,"45.9579164,8.4722614",45.9579164,8.4722614,Italy
Ambasciata,One,Mantuan,EUR,Lombardia,127.65,"45.0089621,10.9796483",45.0089621,10.9796483,Italy
Sud,One,Contemporary ,EUR,Campania,72.15,"40.8749324,14.1240163",40.8749324,14.1240163,Italy
Sapio,One,Contemporary ,EUR,Sicilia,91.58,"37.5156393,15.1041130",37.5156393,15.104113,Italy
Parizzi,One,Creative,EUR,Emilia-Romagna,69.38,"44.7996181,10.3367404",44.7996181,10.3367404,Italy
La Torre,One,Creative,EUR,Toscana,144.3,"43.5529904,11.1878246",43.5529904,11.1878246,Italy
Carignano,One,Creative,EUR,Piemonte,98.79,"45.0651550,7.6840119",45.065155,7.6840119,Italy
Bistrot,One,Seafood,EUR,Toscana,117.66,"43.9553929,10.1700005",43.9553929,10.1700005,Italy
Le Monz˘,One,Contemporary ,EUR,Campania,147.08,"40.5454969,14.2502024",40.5454969,14.2502024,Italy
'L Chimpl,One,Creative,EUR,Trentino-Alto-Adige,66.6,"46.4073422,11.6564315",46.4073422,11.6564315,Italy
Da Francesco,One,Creative,EUR,Piemonte,83.25,"44.6531900,7.8579200",44.65319,7.85792,Italy
Don Geppi,One,Contemporary ,EUR,Campania,109.34,"40.6317620,14.3931433",40.631762,14.3931433,Italy
Le Petit Restaurant,One,Contemporary ,EUR,Valle-D-Aosta,102.68,"45.6067309,7.3556842",45.6067309,7.3556842,Italy
ConFusion,One,Creative,EUR,Sardegna,152.62,"41.1346644,9.5374905",41.1346644,9.5374905,Italy
Il Piastrino,One,Contemporary ,EUR,Emilia-Romagna,77.7,"43.8211100,12.2645054",43.82111,12.2645054,Italy
In Viaggio - Claudio Melis,One,Creative,EUR,Trentino-Alto-Adige,113.22,"46.4998400,11.3582062",46.49984,11.3582062,Italy
Al Ferar˘t,One,Seafood,EUR,Friuli-Venezia-Giulia,88.8,"45.8705230,13.0428569",45.870523,13.0428569,Italy
Lunasia,One,Contemporary ,EUR,Toscana,91.58,"43.8677732,10.2433235",43.8677732,10.2433235,Italy
Venissa,One,Contemporary ,EUR,Veneto,149.85,"45.4886784,12.4111088",45.4886784,12.4111088,Italy
Mamm‡†,One,Creative,EUR,Campania,113.78,"40.5503677,14.2424253",40.5503677,14.2424253,Italy
I Caffi,One,Classic,EUR,Piemonte,73.26,"44.6754481,8.4717918",44.6754481,8.4717918,Italy
La Bottega del 30,One,Tuscan,EUR,Toscana,94.35,"43.3850498,11.4800311",43.3850498,11.4800311,Italy
I Tigli in Theoria,One,Contemporary ,EUR,Lombardia,108.23,"45.8133698,9.0825000",45.8133698,9.0825,Italy
Il Saraceno,One,Contemporary ,EUR,Lombardia,84.36,"45.6304009,9.7650842",45.6304009,9.7650842,Italy
Abbruzzino,One,Contemporary ,EUR,Calabria,88.8,"38.8901852,16.6236902",38.8901852,16.6236902,Italy
Osteria Arbustico,One,Contemporary ,EUR,Campania,74.93,"40.4516990,14.9758186",40.451699,14.9758186,Italy
Aminta Resort,One,Creative,EUR,Lazio,108.23,"41.8109200,12.9668850",41.81092,12.966885,Italy
Atman a Villa Rospigliosi,One,Creative,EUR,Toscana,112.11,"43.8216226,10.9055307",43.8216226,10.9055307,Italy
Zappatori,One,Contemporary ,EUR,Piemonte,69.38,"44.8847909,7.3320196",44.8847909,7.3320196,Italy
Indaco,One,Creative,EUR,Campania,166.5,"40.7542698,13.8847984",40.7542698,13.8847984,Italy
Lume by Luigi Taglienti,One,Contemporary ,EUR,Lombardia,147.08,"45.4432640,9.1510730",45.443264,9.151073,Italy
Vespasia,One,Contemporary ,EUR,Umbria,112.11,"42.7925634,13.0920268",42.7925634,13.0920268,Italy
Degusto Cuisine,One,Creative,EUR,Veneto,99.9,"45.3950673,11.2707075",45.3950673,11.2707075,Italy
Romano,One,Seafood,EUR,Toscana,107.67,"43.8722767,10.2482771",43.8722767,10.2482771,Italy
Da Vittorio,Three,Contemporary ,EUR,Lombardia,199.8,"45.6756778,9.7692511",45.6756778,9.7692511,Italy
Berton,One,Creative,EUR,Lombardia,102.68,"45.4821805,9.1944159",45.4821805,9.1944159,Italy
La Primula,One,Contemporary ,EUR,Friuli-Venezia-Giulia,79.37,"46.0348797,12.6814506",46.0348797,12.6814506,Italy
Casual,One,Creative,EUR,Lombardia,91.58,"45.7068992,9.6562867",45.7068992,9.6562867,Italy
Osteria la Fontanina,One,Creative,EUR,Veneto,91.58,"45.4492275,11.0006288",45.4492275,11.0006288,Italy
Tantris,One,Creative,EUR,Piemonte,89.36,"45.4827671,8.6103409",45.4827671,8.6103409,Italy
Il Luogo di Aimo e Nadia,Two,Creative,EUR,Lombardia,138.75,"45.4584350,9.1307760",45.458435,9.130776,Italy
Casa del Nonno 13,One,Creative,EUR,Campania,78.26,"40.7689224,14.7048003",40.7689224,14.7048003,Italy
La Corte,One,Contemporary ,EUR,Veneto,87.69,"45.9525845,12.1180814",45.9525845,12.1180814,Italy
L'Argine a VencÚ,One,Creative,EUR,Friuli-Venezia-Giulia,96.02,"46.0025426,13.4631925",46.0025426,13.4631925,Italy
La Palta,One,Creative,EUR,Emilia-Romagna,75.48,"44.9922314,9.4694233",44.9922314,9.4694233,Italy
Gourmetstube Einhorn,Two,Creative,EUR,Trentino-Alto-Adige,143.75,"46.8511074,11.5204481",46.8511074,11.5204481,Italy
Im‡†go,One,Contemporary ,EUR,Lazio,142.08,"41.9059417,12.4836585",41.9059417,12.4836585,Italy
Il Pagliaccio,Two,Creative,EUR,Lazio,149.85,"41.8978300,12.4673490",41.89783,12.467349,Italy
Osteria Perill‡†,One,Contemporary ,EUR,Toscana,113.78,"43.0109461,11.6131413",43.0109461,11.6131413,Italy
Dolada,One,Contemporary ,EUR,Veneto,78.81,"46.1736379,12.3601001",46.1736379,12.3601001,Italy
Cracco,One,Contemporary ,EUR,Lombardia,183.15,"45.4653500,9.1899770",45.46535,9.189977,Italy
Casa Vissani,One,Creative,EUR,Umbria,169.28,"42.7141448,12.2655765",42.7141448,12.2655765,Italy
San Domenico,Two,Classic,EUR,Emilia-Romagna,172.05,"44.3557172,11.7124431",44.3557172,11.7124431,Italy
Acquerello,One,Creative,EUR,Lombardia,108.23,"45.6690800,8.8704900",45.66908,8.87049,Italy
Marco Martini Restaurant,One,Creative,EUR,Lazio,113.78,"41.8805430,12.4846010",41.880543,12.484601,Italy
Guido,One,Seafood,EUR,Emilia-Romagna,91.58,"44.0328073,12.6219953",44.0328073,12.6219953,Italy
Bye Bye Blues,One,Creative,EUR,Sicilia,91.58,"38.1951299,13.3299635",38.1951299,13.3299635,Italy
Ora D'Aria,One,Contemporary ,EUR,Toscana,105.45,"43.7684515,11.2547889",43.7684515,11.2547889,Italy
Seta by Antonio Guida,Two,Creative,EUR,Lombardia,166.5,"45.4698450,9.1912080",45.469845,9.191208,Italy
Damiano Nigro,One,Contemporary ,EUR,Piemonte,119.33,"44.6345523,8.1104721",44.6345523,8.1104721,Italy
